,index,md5hash,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,low,mid,high,hasher,image_path
8124,8125,1e9609eb94e4cbbf73855b958ae80765,5,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo59.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo59jpg.jpg,111,4,2,1e9609eb94e4cbbf73855b958ae80765,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo59.jpg
2212,2213,18a3a6c72abcf50755f81ba234fa4d7e,1,neurofibromatosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome8.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneurofibromatosisvonrecklinghausensyndromeneurofibromatosisvonrecklinghausensyndrome8jpg.jpg,66,3,2,18a3a6c72abcf50755f81ba234fa4d7e,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome8.jpg
2716,2717,e7cdf817f636538f9b85237b8b9aa090,1,incontinentia pigmenti,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti84.jpg,httpwwwdermaamincomsiteimagesclinicalpicIincontinentiapigmentiincontinentiapigmenti84jpg.jpg,40,3,2,e7cdf817f636538f9b85237b8b9aa090,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti84.jpg
1194,1194,0bcd16b715c47df35609c723676d6f42,4,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna42.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna42jpg.jpg,46,8,1,0bcd16b715c47df35609c723676d6f42,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna42.jpg
4916,4917,45c2f95cb90f2634e7e699c3e558a208,2,lymphangioma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma56.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma56jpg.jpg,54,0,0,45c2f95cb90f2634e7e699c3e558a208,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma56.jpg
14614,8396,6676b11edb14bf4e7502b842346529cf,2,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5199,httpwwwatlasdermatologicocombrimgimageId5199.jpg,73,4,2,6676b11edb14bf4e7502b842346529cf,http://atlasdermatologico.com.br/img?imageId=5199
3484,3485,a2d5cc510e28a3fea24cf6b6e8620d2a,2,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/abcess/abcess17.jpg,httpwwwdermaamincomsiteimagesclinicalpicaabcessabcess17jpg.jpg,92,4,2,a2d5cc510e28a3fea24cf6b6e8620d2a,https://www.dermaamin.com/site/images/clinical-pic/a/abcess/abcess17.jpg
14689,8667,baedc531fe85571096a215e3f052d7c7,3,acne,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=16,httpwwwatlasdermatologicocombrimgimageId16.jpg,1,4,2,baedc531fe85571096a215e3f052d7c7,http://atlasdermatologico.com.br/img?imageId=16
3111,3112,1ea8a8ab6c734d0f1290951de649ccbe,-1,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption4.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption4jpg.jpg,19,4,2,1ea8a8ab6c734d0f1290951de649ccbe,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption4.jpg
5741,5742,85b1948bb4a15798bed15c51952e5658,5,tuberous sclerosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis59.jpg,httpwwwdermaamincomsiteimagesclinicalpicttuberoussclerosistuberoussclerosis59jpg.jpg,107,3,2,85b1948bb4a15798bed15c51952e5658,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis59.jpg
1675,1675,f4facd8fa7cb553dfdbf8dd2873251a9,-1,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme45.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme45jpg.jpg,28,4,2,f4facd8fa7cb553dfdbf8dd2873251a9,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme45.jpg
970,970,256e58f0e342d523cae925d1a3e55a38,2,superficial spreading melanoma ssm,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma30.jpg,httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma30jpg.jpg,103,8,1,256e58f0e342d523cae925d1a3e55a38,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma30.jpg
5005,5006,6d54ee1685f311bb069548d640ff6f1e,4,fixed eruptions,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption89.jpg,httpwwwdermaamincomsiteimagesclinicalpicffixeddrugeruptionfixeddrugeruption89jpg.jpg,31,4,2,6d54ee1685f311bb069548d640ff6f1e,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption89.jpg
9588,9589,5f43f5aeb1df378865a78981f24a894f,2,necrobiosis lipoidica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum89.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnecrobioislipoidicadiabeticorumnecrobioislipoidicadiabeticorum89jpg.jpg,63,4,2,5f43f5aeb1df378865a78981f24a894f,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum89.jpg
7738,7739,ee81455236d0c12b5fd9657441ea3f08,4,xanthomas,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas29.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxanthomasxanthomas29jpg.jpg,112,4,2,ee81455236d0c12b5fd9657441ea3f08,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas29.jpg
12498,12501,75727387e97b269eff492c4cb1a6eae3,2,seborrheic dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis27.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheicdermatitisseborrheicdermatitis27jpg.jpg,95,4,2,75727387e97b269eff492c4cb1a6eae3,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis27.jpg
723,723,6c00ee716aed4778d517918503e384d5,2,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare35.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare35jpg.jpg,34,4,2,6c00ee716aed4778d517918503e384d5,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare35.jpg
4406,4407,c5714d20b28a2e3e75d14bc64d616ff7,3,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna46.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna46jpg.jpg,46,8,1,c5714d20b28a2e3e75d14bc64d616ff7,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna46.jpg
7345,7346,a46600f349cf11b5ce8661cabf178eb8,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma61.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma61jpg.jpg,98,7,1,a46600f349cf11b5ce8661cabf178eb8,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma61.jpg
9177,9178,e7c328dc6222fcfc044c10008c28b272,2,pustular psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis56.jpg,httpwwwdermaamincomsiteimagesclinicalpicppustularpsoriasispustularpsoriasis56jpg.jpg,87,4,2,e7c328dc6222fcfc044c10008c28b272,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis56.jpg
750,750,322e3b0491d932bcf597d800745c3ef4,-1,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus51.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuslupuserythematosus51jpg.jpg,51,4,2,322e3b0491d932bcf597d800745c3ef4,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus51.jpg
13283,2561,1ccfc4c3bcf417b3bda4d7f6fa955062,5,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3199,httpwwwatlasdermatologicocombrimgimageId3199.jpg,64,4,2,1ccfc4c3bcf417b3bda4d7f6fa955062,http://atlasdermatologico.com.br/img?imageId=3199
7260,7261,1f130aea567b7ac10c57eb60693c9ff3,-1,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans17.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans17jpg.jpg,64,4,2,1f130aea567b7ac10c57eb60693c9ff3,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans17.jpg
658,658,cd1a1dd1a2d91630e873d53b9277827d,4,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus24.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus24jpg.jpg,48,4,2,cd1a1dd1a2d91630e873d53b9277827d,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus24.jpg
6142,6143,f24d3c62cff1a1ea4a58d8f30be380da,2,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic15.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosussystemiclupuserythematosussystemic15jpg.jpg,51,4,2,f24d3c62cff1a1ea4a58d8f30be380da,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic15.jpg
6215,6216,f2103a07db679f9ee9dff7ecf7d521eb,3,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption109.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption109jpg.jpg,19,4,2,f2103a07db679f9ee9dff7ecf7d521eb,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption109.jpg
7800,7801,9ef821bb1827b8c6a1372ad84f859dfc,1,lyme disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lyme-disease/lyme-disease18.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymediseaselymedisease18jpg.jpg,53,4,2,9ef821bb1827b8c6a1372ad84f859dfc,https://www.dermaamin.com/site/images/clinical-pic/L/lyme-disease/lyme-disease18.jpg
5698,5699,fc483924c49d78e3ef4c2b4d69a901c5,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies8.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies8jpg.jpg,92,4,2,fc483924c49d78e3ef4c2b4d69a901c5,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies8.jpg
14945,9768,21b0a2a4955d4bd170c70b35027d41b7,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5721,httpwwwatlasdermatologicocombrimgimageId5721.jpg,80,4,2,21b0a2a4955d4bd170c70b35027d41b7,http://atlasdermatologico.com.br/img?imageId=5721
6242,6243,b9f1dfe37359a74aaec2c78a1c6863f3,3,myiasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/myiasis-furuncular_myiais/myiasis-furuncular_myiais4.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmyiasisfuruncularmyiaismyiasisfuruncularmyiais4jpg.jpg,61,4,2,b9f1dfe37359a74aaec2c78a1c6863f3,https://www.dermaamin.com/site/images/clinical-pic/m/myiasis-furuncular_myiais/myiasis-furuncular_myiais4.jpg
10503,10504,6a7fc9ebe9f13fcd62f92d253e3d52a9,2,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans60.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans60jpg.jpg,64,4,2,6a7fc9ebe9f13fcd62f92d253e3d52a9,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans60.jpg
5733,5734,25729db6faa29ecf1eef2a177c8adf7c,1,rhinophyma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma3.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma3jpg.jpg,89,4,2,25729db6faa29ecf1eef2a177c8adf7c,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma3.jpg
4042,4043,fd782eebb4cdb1411c204ab71f84366d,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies11.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies11jpg.jpg,92,4,2,fd782eebb4cdb1411c204ab71f84366d,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies11.jpg
10249,10250,476c25fcd7bb615e91e0fd08822a561d,3,stasis edema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-dermatitis/stasis-dermatitis12.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstasisdermatitisstasisdermatitis12jpg.jpg,99,4,2,476c25fcd7bb615e91e0fd08822a561d,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-dermatitis/stasis-dermatitis12.jpg
1953,1953,4be198213a295a1a9c43a85b67bfba40,1,pilar cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/branchial_cleft_cyst/branchial_cleft_cyst3.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbranchialcleftcystbranchialcleftcyst3jpg.jpg,76,0,0,4be198213a295a1a9c43a85b67bfba40,https://www.dermaamin.com/site/images/clinical-pic/b/branchial_cleft_cyst/branchial_cleft_cyst3.jpg
1364,1364,c704142bbb0b1f0929d2886841f89962,4,incontinentia pigmenti,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti3.jpg,httpwwwdermaamincomsiteimagesclinicalpicIincontinentiapigmentiincontinentiapigmenti3jpg.jpg,40,3,2,c704142bbb0b1f0929d2886841f89962,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti3.jpg
7344,7345,aafcb416a722ceeac9fbcf08d400fc40,4,pilar cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/eyelid_dermoid/eyelid_dermoid1.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeyeliddermoideyeliddermoid1jpg.jpg,76,0,0,aafcb416a722ceeac9fbcf08d400fc40,https://www.dermaamin.com/site/images/clinical-pic/e/eyelid_dermoid/eyelid_dermoid1.jpg
9278,9279,63a123ca7279d6100f6a813c89d30417,3,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis52.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis52jpg.jpg,6,4,2,63a123ca7279d6100f6a813c89d30417,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis52.jpg
8025,8026,40837ba4cb2719f00af0b32a667c6a3a,1,scleromyxedema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema28.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleromyxedemascleromyxedema28jpg.jpg,94,4,2,40837ba4cb2719f00af0b32a667c6a3a,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema28.jpg
14392,7420,112cea8f5ec881dfba19bd0fb7a7b228,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5687,httpwwwatlasdermatologicocombrimgimageId5687.jpg,80,4,2,112cea8f5ec881dfba19bd0fb7a7b228,http://atlasdermatologico.com.br/img?imageId=5687
16171,15016,c409b310d09708c20bf09d7084d98163,3,erythema multiforme,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1963,httpwwwatlasdermatologicocombrimgimageId1963.jpg,28,4,2,c409b310d09708c20bf09d7084d98163,http://atlasdermatologico.com.br/img?imageId=1963
11176,11177,43534ab689527642db737a5a6931993a,4,kaposi sarcoma,malignant dermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma14.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma14jpg.jpg,42,6,1,43534ab689527642db737a5a6931993a,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma14.jpg
6904,6905,bcd90c2432c50cb8bd6b6ca7c9c017ac,-1,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/perifolliculitis/perifolliculitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpicpperifolliculitisperifolliculitis1jpg.jpg,32,4,2,bcd90c2432c50cb8bd6b6ca7c9c017ac,https://www.dermaamin.com/site/images/clinical-pic/p/perifolliculitis/perifolliculitis1.jpg
3009,3010,6cd57e29acb9071a6c5e5aa23aeaf0ee,5,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_pigmentation/drug_pigmentation3.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugpigmentationdrugpigmentation3jpg.jpg,19,4,2,6cd57e29acb9071a6c5e5aa23aeaf0ee,https://www.dermaamin.com/site/images/clinical-pic/d/drug_pigmentation/drug_pigmentation3.jpg
15824,13446,3a4bba6b2c9a0e0bf8ff3cfc9a307ad3,5,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4121,httpwwwatlasdermatologicocombrimgimageId4121.jpg,51,4,2,3a4bba6b2c9a0e0bf8ff3cfc9a307ad3,http://atlasdermatologico.com.br/img?imageId=4121
16435,16015,4340fe3a465e71f3ad1374bdd90e976c,-1,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8527,httpwwwatlasdermatologicocombrimgimageId8527.jpg,36,3,2,4340fe3a465e71f3ad1374bdd90e976c,http://atlasdermatologico.com.br/img?imageId=8527
13726,4462,80e9ade2f52753897c4ed22a53becb12,3,acne,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=29,httpwwwatlasdermatologicocombrimgimageId29.jpg,1,4,2,80e9ade2f52753897c4ed22a53becb12,http://atlasdermatologico.com.br/img?imageId=29
10828,10829,838506df7577d4b862ccd09b3007cbbc,4,porokeratosis actinic,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic9.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisactinicporokeratosisactinic9jpg.jpg,81,1,0,838506df7577d4b862ccd09b3007cbbc,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic9.jpg
6209,6210,4ecda9f73f1d4d69b5c3505ee3f3f281,3,pilar cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst30.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalcystepidermalcyst30jpg.jpg,76,0,0,4ecda9f73f1d4d69b5c3505ee3f3f281,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst30.jpg
16174,15026,93aeefa9aeed0a5bac85e14f4bd7ace8,5,kaposi sarcoma,malignant dermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2932,httpwwwatlasdermatologicocombrimgimageId2932.jpg,42,6,1,93aeefa9aeed0a5bac85e14f4bd7ace8,http://atlasdermatologico.com.br/img?imageId=2932
13209,2242,6291ff38493700eccb9816dc3586cd17,3,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=537,httpwwwatlasdermatologicocombrimgimageId537.jpg,8,7,1,6291ff38493700eccb9816dc3586cd17,http://atlasdermatologico.com.br/img?imageId=537
15623,12667,f16828413ddfdf358bc7d6ec828957fc,4,porphyria,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6037,httpwwwatlasdermatologicocombrimgimageId6037.jpg,83,4,2,f16828413ddfdf358bc7d6ec828957fc,http://atlasdermatologico.com.br/img?imageId=6037
8814,8815,f015e205eb8167043a2d3b8b75684e29,1,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/recessive-dystrophic-epidermolysis-bullosa/recessive-dystrophic-epidermolysis-bullosa2.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrecessivedystrophicepidermolysisbullosarecessivedystrophicepidermolysisbullosa2jpg.jpg,25,3,2,f015e205eb8167043a2d3b8b75684e29,https://www.dermaamin.com/site/images/clinical-pic/r/recessive-dystrophic-epidermolysis-bullosa/recessive-dystrophic-epidermolysis-bullosa2.jpg
7536,7537,8d24a8debecba9322cec0e6265065dfe,2,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome56.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome56jpg.jpg,68,4,2,8d24a8debecba9322cec0e6265065dfe,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome56.jpg
16455,16083,9ee17127331be5b1c1f2bdea846ee60f,2,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4245,httpwwwatlasdermatologicocombrimgimageId4245.jpg,56,8,1,9ee17127331be5b1c1f2bdea846ee60f,http://atlasdermatologico.com.br/img?imageId=4245
143,143,6ca1410dd0b38f1486f5269d2be49b42,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neutrophilic-dermatosis/neutrophilic-dermatosis6.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneutrophilicdermatosisneutrophilicdermatosis6jpg.jpg,68,4,2,6ca1410dd0b38f1486f5269d2be49b42,https://www.dermaamin.com/site/images/clinical-pic/n/neutrophilic-dermatosis/neutrophilic-dermatosis6.jpg
14573,8247,ceec45ad0839857e67f217540cb79203,-1,pilomatricoma,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=5480,httpwwwatlasdermatologicocombrimgimageId5480.jpg,77,0,0,ceec45ad0839857e67f217540cb79203,http://atlasdermatologico.com.br/img?imageId=5480
7770,7771,15436dd717556018ee7473bd07e9a267,2,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus36.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuslupuserythematosus36jpg.jpg,51,4,2,15436dd717556018ee7473bd07e9a267,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus36.jpg
9853,9854,692a1c9462041940e77cb4614480b55e,2,fordyce spots,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots7.jpg,httpwwwdermaamincomsiteimagesclinicalpicffordycespotsfordycespots7jpg.jpg,33,0,0,692a1c9462041940e77cb4614480b55e,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots7.jpg
8823,8824,4cb138a47189df8bcfb234cec4eead34,4,porphyria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda25.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda25jpg.jpg,83,4,2,4cb138a47189df8bcfb234cec4eead34,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda25.jpg
13262,2444,ae0f57af6ace4b075703d55ff00f2574,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=751,httpwwwatlasdermatologicocombrimgimageId751.jpg,8,7,1,ae0f57af6ace4b075703d55ff00f2574,http://atlasdermatologico.com.br/img?imageId=751
20,20,b09233673fc585369e723ec841ed0acb,5,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses83.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses83jpg.jpg,5,7,1,b09233673fc585369e723ec841ed0acb,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses83.jpg
2013,2014,52f5155fb53934445bbe66efbf52ae4a,-1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate23.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisguttatepsoriasisguttate23jpg.jpg,86,4,2,52f5155fb53934445bbe66efbf52ae4a,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate23.jpg
4457,4458,1092a8b1d5054fc49428a554d1126042,2,malignant melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma48.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma48jpg.jpg,55,8,1,1092a8b1d5054fc49428a554d1126042,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma48.jpg
